How do you calculate the required RCU for a DynamoDB table?	<p>RCU = ceil(item size / 4KB) * average reads per second</p>
What are the two types of indexes in DynamoDB?	<ol> <li><strong>Local Secondary Index (LSI)</strong>: Same partition key, different sort key; must be created with the table.</li> <li><strong>Global Secondary Index (GSI)</strong>: Different partition and sort key; can be created anytime.</li> </ol>
How many LSIs can a DynamoDB table have?	<p>A DynamoDB table can have up to 5 LSIs.</p>
How many GSIs can a DynamoDB table have?	<p>A DynamoDB table can have up to 20 GSIs.</p>
How does data consistency work in GSIs?	<p>GSIs use eventual consistency, as data replication is asynchronous.</p>
What is DynamoDB Streams?	<p>DynamoDB Streams captures item changes in a rolling 24-hour window and can trigger AWS Lambda functions.</p>
What are the four stream views in DynamoDB Streams?	<ol> <li><strong>Keys only</strong>: Stores only keys in the stream.</li> <li><strong>New image</strong>: Stores the updated version of the item.</li> <li><strong>Old image</strong>: Stores the previous version before changes.</li> <li><strong>New and old images</strong>: Stores both versions.</li> </ol>
What are Global Tables in DynamoDB?	<p>Global Tables provide multi-master, cross-region replication with automatic conflict resolution ('last writer wins').</p>
What are the key features of DynamoDB Global Tables?	<ol> <li>Multi-region, multi-master replication.</li> <li>Supports read/write in any region with sub-second replication.</li> <li>Only eventual consistency across regions.</li> </ol>
What is DynamoDB Accelerator (DAX)?	<p>DAX is an in-memory caching layer for DynamoDB that improves read performance and reduces costs by caching query and item results.</p>
What types of caches does DAX support?	<ol> <li><strong>Item cache</strong>: Caches responses for <code>GetItem</code> requests.</li> <li><strong>Query cache</strong>: Caches query results.</li> </ol>
What is TTL (Time to Live) in DynamoDB?	<p>TTL automatically removes expired items based on a timestamp without affecting performance or incurring costs.</p>
Does TTL affect indexes and streams in DynamoDB?	<p>Yes, TTL deletions remove expired items from tables, indexes, and streams (if enabled). TTL streams offer a 24-hour rolling window of deletions.</p>
What is Amazon ElastiCache?	<p>Amazon ElastiCache is a managed in-memory database service that provides low-latency and high-performance caching for applications.</p>
What are the two caching engines supported by ElastiCache?	<ol> <li><strong>Redis</strong></li> <li><strong>Memcached</strong></li> </ol>
What are the key features of Redis in ElastiCache?	<ul> <li>Supports complex data structures</li> <li>Multi-AZ replication</li> <li>Backup and restore capabilities</li> <li>Supports transactions (all operations must succeed, or all fail)</li> </ul>
What are the key features of Memcached in ElastiCache?	<ul> <li>Supports simple data structures (strings)</li> <li>Can have multiple nodes but no true replication</li> <li>No backup or restore capabilities</li> <li>Multi-threaded</li> </ul>
What is AWS Backup?	<p>AWS Backup is a centralized, fully managed data protection service that supports cross-account and cross-region backups for AWS services.</p>
Which AWS services are supported by AWS Backup?	<p>AWS Backup supports multiple services including EC2, EBS, Aurora, RDS, and S3.</p>
What are the key components of AWS Backup?	<ol> <li><strong>Backup Plans</strong>: Define backup frequency, windows, and lifecycle policies.</li> <li><strong>Resources</strong>: Specify backup targets.</li> <li><strong>Vaults</strong>: Secure backup storage with KMS encryption.</li> <li><strong>On-Demand Backup</strong>: Allows manual backup creation.</li> <li><strong>Point-in-Time Recovery (PITR)</strong>: Enables recovery to specific points in time.</li> </ol>
What is AWS Backup Vault Lock?	<p>Vault Lock enables Write Once Read Many (WORM) protection, which becomes irreversible after 72 hours.</p>
What are the two versions of Elastic Load Balancer (ELB)?	<ol> <li><strong>v1</strong>: Classic Load Balancer (CLB) – legacy, not recommended.</li> <li><strong>v2</strong>: </li> <li><strong>Application Load Balancer (ALB)</strong> – for HTTP/HTTPS traffic</li> <li><strong>Network Load Balancer (NLB)</strong> – for TCP, TLS, and UDP traffic</li> </ol>
What are the key features of an Elastic Load Balancer (ELB)?	<ul> <li>Supports <strong>IPv4</strong> or <strong>dual-stack</strong> configuration</li> <li>Automatically scales with load</li> <li>Uses <strong>DNS A records</strong></li> <li>Can be <strong>public-facing</strong> or <strong>internal-only</strong></li> <li>Requires at least <strong>8 IP addresses</strong> and a <strong>/27 subnet</strong> (minimum <strong>/28</strong> for scaling)</li> </ul>
What is cross-zone load balancing in ELB?	<p>Cross-zone load balancing allows ELB nodes to distribute traffic across all instances in all Availability Zones (AZs), preventing uneven distribution.</p>
How does the Application Load Balancer (ALB) operate?	<p>ALB operates at <strong>Layer 7 (Application Layer)</strong> and supports: - <strong>HTTP/HTTPS protocols</strong> - <strong>Rules-based routing</strong> (host-header, path-pattern) - <strong>SSL/TLS termination</strong> - <strong>Health endpoint monitoring</strong> - <strong>Slowest of the ELBs due to additional processing</strong></p>
How does the Network Load Balancer (NLB) operate?	<p>NLB operates at <strong>Layer 4 (Transport Layer)</strong> and supports: - <strong>TCP, TLS, and UDP protocols</strong> - <strong>No HTTP-level features</strong> (headers, cookies, session stickiness) - <strong>Static IP support</strong> - <strong>Extremely high performance</strong> (millions of requests per second) - <strong>PrivateLink support</strong> for cross-VPC services</p>
What are the three SSL/TLS configuration options in ELB?	<ol> <li><strong>Bridging (Default)</strong>: SSL termination at ELB, new SSL connection to instances.</li> <li><strong>Pass-through (NLB only)</strong>: SSL is passed directly to instances, with no AWS access to certificates.</li> <li><strong>Offloading</strong>: SSL termination at ELB, using HTTP between ELB and instances.</li> </ol>
What is session stickiness in ELB?	<ul> <li>Implemented via the <strong>AWSALB cookie</strong></li> <li>Routes subsequent requests to the <strong>same instance</strong></li> <li>Terminates if the <strong>instance fails</strong> or the <strong>cookie expires</strong></li> <li>May cause <strong>uneven load distribution</strong></li> </ul>
What is Gateway Load Balancer (GWLB) used for?	<p>GWLB is used for deploying and scaling <strong>third-party security appliances</strong>, such as: - <strong>Firewalls</strong> - <strong>Intrusion Detection Systems (IDS)</strong> - <strong>Other security applications</strong></p>
What is the best use case for each load balancer type?	<ul> <li><strong>ALB</strong>: Best for web applications that need host/path-based routing and SSL termination.</li> <li><strong>NLB</strong>: Best for high-performance, low-latency applications, static IPs, and TCP-based services.</li> <li><strong>GWLB</strong>: Best for security services (firewalls, IDS/IPS) and traffic inspection.</li> </ul>
What is API Gateway?	<p>API Gateway is a fully managed AWS service that helps create, manage, and deploy APIs with features like authentication, throttling, caching, and transformations.</p>
What types of APIs does API Gateway support?	<p>API Gateway supports <strong>REST APIs</strong> and <strong>WebSocket APIs</strong>.</p>
What are the three endpoint types in API Gateway?	<ol> <li><strong>Edge Optimized</strong> → Routes requests via CloudFront for performance</li> <li><strong>Regional</strong> → Directly reachable within an AWS Region</li> <li><strong>Private</strong> → Available only inside a <strong>VPC</strong> via an <strong>Interface Endpoint</strong></li> </ol>
What authentication mechanisms does API Gateway support?	<p>API Gateway authentication can be handled using <strong>Amazon Cognito</strong> or a <strong>Lambda Authorizer</strong>.</p>
What is the default TTL for API Gateway caching?	<p>The default TTL for caching is <strong>300 seconds (5 minutes)</strong>, with a minimum of <strong>0s</strong> and a maximum of <strong>3600s (1 hour).</strong></p>
What are some common API Gateway error codes?	<ul> <li><strong>4xx (Client Errors):</strong></li> <li><code>400</code> Bad Request</li> <li><code>403</code> Access Denied</li> <li><code>429</code> Too Many Requests (Throttling)</li> <li><strong>5xx (Server Errors):</strong></li> <li><code>502</code> Bad Gateway</li> <li><code>503</code> Service Unavailable</li> <li><code>504</code> Integration Timeout (29s limit)</li> </ul>
What is a NAT Gateway?	<p>A NAT (Network Address Translation) Gateway allows instances in a <strong>private subnet</strong> to <strong>access the internet or AWS services</strong> while blocking inbound traffic from the internet.</p>
Why would you use a NAT Gateway?	<p>A NAT Gateway enables: - <strong>Outbound internet access</strong> for software updates, patches, or external API calls - <strong>Access to AWS services</strong> without using public endpoints - <strong>Security</strong> by preventing unsolicited inbound traffic</p>
How does a NAT Gateway work?	<ul> <li><strong>Created in a public subnet</strong> with an <strong>Elastic IP (EIP)</strong></li> <li><strong>Private instances send outbound traffic</strong> to it via a <strong>route table</strong></li> <li><strong>Forwards traffic to the internet</strong> while blocking inbound traffic</li> </ul>
How does a NAT Gateway differ from a NAT Instance?	<p>| Feature | NAT Gateway | NAT Instance | |---------|------------|--------------| | <strong>Scalability</strong> | Automatically scales | Manual scaling required | | <strong>High Availability</strong> | AWS-managed, fault-tolerant | Requires manual HA setup | | <strong>Performance</strong> | Up to <strong>45 Gbps</strong> | Limited by instance type | | <strong>Management</strong> | Fully managed | Requires maintenance | | <strong>Cost</strong> | Higher | Lower but requires management |</p>
What are the key considerations when using a NAT Gateway?	<ul> <li><strong>Each NAT Gateway is AZ-specific</strong> – Deploy one per AZ for HA</li> <li><strong>Requires an Elastic IP (EIP)</strong> – Needs at least <strong>one public subnet</strong></li> <li><strong>Traffic Costs</strong> – Use <strong>VPC endpoints</strong> to reduce costs</li> <li><strong>Only Enables Outbound Access</strong> – For IPv6, use an <strong>Egress-Only Internet Gateway</strong></li> </ul>
What is an Application Layer 7 Firewall?	<p>A Layer 7 firewall inspects HTTP/HTTPS traffic at the application layer, allowing for deep packet inspection, content filtering, and advanced security rules.</p>
What is AWS WAF (Web Application Firewall)?	<p>AWS WAF is a managed firewall that protects web applications from common threats, including SQL injection and cross-site scripting (XSS), by using web ACLs.</p>
What are Web ACLs in AWS WAF?	<p>A <strong>Web ACL (Access Control List)</strong> contains security rules that filter incoming web traffic. Each ACL has: - <strong>A default action</strong> (Allow or Block all requests) - <strong>Rule groups</strong> (Managed or Custom) - <strong>Rules</strong> that define matching criteria and actions</p>
What is the purpose of Web ACL Capacity Units (WCU) in AWS WAF?	<p>WCU is a metric used to measure the complexity of firewall rules. Each rule consumes WCUs, and a Web ACL has a default maximum of <strong>1,500 WCUs</strong> (higher limits available on request).</p>
What actions can AWS WAF rules take?	<p>AWS WAF rules can: - <strong>Allow</strong> requests - <strong>Block</strong> requests - <strong>Count</strong> requests (for logging) - <strong>Log</strong> requests for analysis - <strong>Require CAPTCHA</strong> - <strong>Return a custom response</strong></p>
How does AWS WAF pricing work?	<p>AWS WAF pricing includes: - A monthly fee per <strong>Web ACL</strong> - Charges per <strong>rule group</strong> - Charges per <strong>million requests processed</strong> - Additional fees for <strong>advanced threat intelligence</strong> features</p>
What is AWS Lambda?	<p>AWS Lambda is a serverless computing service that runs code without provisioning or managing servers, triggered by various AWS services and events.</p>
What is the memory range for AWS Lambda?	<p>Memory can range from <strong>128MB to 10,240MB</strong>. For every <strong>1,769MB of memory, you get 1 vCPU</strong>, with a maximum of <strong>6 vCPUs at 10,240MB</strong>.</p>
How long can a Lambda function run?	<p>Lambda has a maximum execution time of <strong>900 seconds (15 minutes).</strong></p>
What are some common AWS Lambda triggers?	<ul> <li><strong>S3 events</strong></li> <li><strong>DynamoDB events</strong></li> <li><strong>Cron jobs</strong> (EventBridge or CloudWatch Events)</li> <li><strong>Streams</strong> (Kinesis, DynamoDB Streams)</li> </ul>
What are the two networking modes for AWS Lambda?	<ol> <li><strong>Public network</strong> → Can access public AWS services and the internet but cannot access private VPC resources.</li> <li><strong>Private network</strong> → Runs inside a VPC, can communicate with private resources, but requires a NAT Gateway to reach the internet.</li> </ol>
How does AWS Lambda log and monitor executions?	<ul> <li><strong>CloudWatch Logs</strong> for logs</li> <li><strong>CloudWatch Metrics</strong> for function performance</li> <li><strong>AWS X-Ray</strong> for distributed tracing</li> </ul>
What are the two types of AWS Lambda invocation?	<ol> <li><strong>Synchronous</strong> → Returns results immediately (e.g., API Gateway, CLI, SDK)</li> <li><strong>Asynchronous</strong> → Does not wait for a response; retries failed invocations twice (e.g., S3, SNS, EventBridge)</li> </ol>
How does event source mapping work in AWS Lambda?	<ul> <li>AWS continuously <strong>polls event sources</strong> like DynamoDB Streams and Kinesis.</li> <li>A <strong>batch of events</strong> is sent to the Lambda function.</li> <li>The Lambda function <strong>does not need direct permissions</strong>, as permissions are handled by the event source mapping.</li> </ul>
What is the difference between a Lambda version and an alias?	<ul> <li><strong>Version</strong>: Immutable snapshot of code + config.</li> <li><strong>Alias</strong>: Pointer to a specific version (e.g., <code>DEV</code>, <code>STAGE</code>, <code>PROD</code>).</li> </ul>
What is a Cold Start in AWS Lambda?	<p>A Cold Start occurs when a Lambda function is invoked after being idle, causing initialization delay. Frequent invocations reduce cold starts by keeping execution contexts warm.</p>
How can you reduce AWS Lambda cold starts?	<p>Use <strong>Provisioned Concurrency</strong>, which keeps pre-initialized execution contexts ready to serve requests.</p>
What are the benefits of serverless architecture?	<ul> <li><strong>No infrastructure management</strong></li> <li><strong>Automatic scaling</strong></li> <li><strong>Pay-per-use pricing</strong></li> <li><strong>Resilient and fault-tolerant</strong></li> </ul>
What are AWS Step Functions?	<p>AWS Step Functions provide <strong>stateful workflows</strong> that coordinate multiple AWS services into a process with automatic retries and error handling.</p>
What are the two execution types in AWS Step Functions?	<ol> <li><strong>Standard Workflow</strong> → Max execution time: <strong>1 year</strong></li> <li><strong>Express Workflow</strong> → Max execution time: <strong>5 minutes</strong></li> </ol>
What are the different state types in AWS Step Functions?	<ul> <li><strong>SUCCESS / FAIL</strong> → End execution.</li> <li><strong>WAIT</strong> → Delays execution.</li> <li><strong>CHOICE</strong> → Branches execution based on conditions.</li> <li><strong>PARALLEL</strong> → Runs multiple actions concurrently.</li> <li><strong>MAP</strong> → Iterates over a list (like a loop).</li> <li><strong>TASK</strong> → Executes an action using AWS services.</li> </ul>
Why use AWS Step Functions over AWS Lambda alone?	<ul> <li><strong>Stateful execution</strong> → Keeps track of progress.</li> <li><strong>Error handling &amp; retries</strong> → Reduces failure risk.</li> <li><strong>Orchestration of AWS services</strong> → Not just Lambda.</li> <li><strong>Parallel execution &amp; decision making</strong> → Improves efficiency.</li> </ul>
What is AWS EventBridge?	<p>AWS EventBridge is an event bus service that routes events from AWS services, SaaS applications, and custom applications to event consumers.</p>
How does EventBridge differ from CloudWatch Events?	<ul> <li><strong>EventBridge</strong> allows multiple event buses, while <strong>CloudWatch Events</strong> has a single default event bus.</li> <li>Both services observe events and trigger actions.</li> <li>Events are structured as <strong>JSON data</strong>.</li> </ul>
What is Amazon SNS (Simple Notification Service)?	<p>Amazon SNS is a fully managed messaging service that enables <strong>publish-subscribe (pub/sub) messaging</strong> with multiple subscribers per topic.</p>
What are the key components of Amazon SNS?	<ul> <li><strong>SNS Topics</strong>: The base entity that publishers send messages to.</li> <li><strong>Publishers</strong>: Send messages to SNS Topics.</li> <li><strong>Subscribers</strong>: Receive messages from SNS Topics (e.g., Lambda, SQS, HTTP, Email, SMS).</li> </ul>
What is the maximum message payload size for SNS?	<p>The maximum message payload size for SNS is <strong>256KB</strong>.</p>
What are key features of SNS?	<ul> <li><strong>Highly available and scalable</strong></li> <li><strong>Delivery status tracking</strong> (for HTTP, Lambda, and SQS subscribers)</li> <li><strong>Message encryption</strong> using AWS KMS</li> <li><strong>Cross-account access via Topic Policies</strong></li> </ul>
What is Amazon SQS (Simple Queue Service)?	<p>Amazon SQS is a fully managed message queueing service that <strong>decouples application components</strong> by enabling message-based communication.</p>
What are the two types of Amazon SQS queues?	<ol> <li><strong>Standard Queue</strong> → At least once delivery, best-effort ordering.</li> <li><strong>FIFO Queue</strong> → Exactly once delivery, message ordering preserved (uses <code>.fifo</code> suffix).</li> </ol>
What is the maximum retention period for SQS messages?	<p>SQS messages can be retained for up to <strong>14 days</strong>.</p>
What is Visibility Timeout in SQS?	<p>Visibility Timeout prevents multiple consumers from processing the same message simultaneously. If a message is not deleted before the timeout expires, it becomes visible again.</p>
How does SQS Dead Letter Queue (DLQ) work?	<ul> <li>A DLQ stores messages that failed processing multiple times.</li> <li><strong>ReceiveCount</strong> tracks failed attempts.</li> <li>If <code>ReceiveCount &gt; maxReceiveCount</code>, the message is moved to the DLQ.</li> </ul>
What is the difference between Short Polling and Long Polling in SQS?	<ul> <li><strong>Short Polling</strong>: Returns immediately, even if no messages are available.</li> <li><strong>Long Polling</strong>: Waits up to <strong>20s</strong> if no messages are available (reducing costs).</li> </ul>
What is the difference between Delay Queue and Visibility Timeout in SQS?	<ul> <li><strong>Delay Queue</strong>: Delays message visibility from the moment it's added to the queue (up to 15 minutes, not supported in FIFO queues).</li> <li><strong>Visibility Timeout</strong>: Hides a message <strong>after it’s retrieved</strong>, preventing multiple consumers from processing it simultaneously.</li> </ul>
How do EventBridge, SNS, and SQS differ?	<p>| Feature          | EventBridge | SNS | SQS | |-----------------|------------|-----|-----| | <strong>Purpose</strong> | Event-driven integration | Publish/subscribe messaging | Message queueing | | <strong>Delivery Model</strong> | Push-based (event bus) | Push-based (fan-out) | Pull-based (polling) | | <strong>Retention</strong> | No storage | No storage | Stores messages (up to 14 days) | | <strong>Ordering</strong> | No guaranteed ordering | No guaranteed ordering | FIFO queues support ordering | | <strong>Subscribers</strong> | AWS services, SaaS, custom apps | Multiple subscribers (Lambda, SQS, HTTP, etc.) | Single consumer per message (FIFO or multiple consumers in standard queues) |</p>
When should you use EventBridge, SNS, or SQS?	<ul> <li><strong>Use EventBridge</strong> for <strong>event-driven applications</strong> that need structured event routing.</li> <li><strong>Use SNS</strong> for <strong>fan-out messaging</strong> where multiple subscribers receive the same notification.</li> <li><strong>Use SQS</strong> for <strong>message queueing</strong> to decouple components and ensure reliable processing.</li> </ul>
What is Amazon MQ?	<p>Amazon MQ is a managed message broker service that supports <strong>industry-standard messaging protocols</strong> like AMQP, MQTT, STOMP, OpenWire, and WebSocket.</p>
Why would you use Amazon MQ instead of SNS/SQS?	<p>Amazon MQ is ideal for <strong>migrating from traditional message brokers</strong> like <strong>RabbitMQ</strong> or <strong>ActiveMQ</strong>, whereas SNS/SQS are fully managed AWS-native messaging solutions.</p>
What protocols does Amazon MQ support?	<p>Amazon MQ supports <strong>AMQP, MQTT, STOMP, OpenWire, and WebSocket</strong>.</p>
What messaging patterns does Amazon MQ support?	<ul> <li><strong>Queues (1:1 messaging)</strong></li> <li><strong>Topics (1:many messaging, pub/sub model)</strong></li> </ul>
What are the key considerations when choosing Amazon MQ?	<ul> <li><strong>Runs inside a VPC</strong> for better security.</li> <li><strong>Not natively integrated with AWS services</strong> (unlike SNS/SQS).</li> <li><strong>Best for migrating legacy applications</strong> rather than new AWS implementations.</li> </ul>
What is Amazon Kinesis Data Streams?	<p>Amazon Kinesis Data Streams is a real-time, scalable streaming service that allows producers to send data, consumers to read data, and supports multiple consumers reading from the same stream.</p>
What is the default retention period for Kinesis Data Streams?	<p>The default retention period for Kinesis Data Streams is <strong>24 hours</strong>, extendable up to <strong>365 days</strong>.</p>
What is a shard in Kinesis Data Streams?	<p>A shard in Kinesis determines stream capacity. <strong>1 shard = 1MB/s ingestion, 2MB/s consumption</strong>. More shards provide higher throughput at increased cost.</p>
What are the key differences between SQS and Kinesis?	<p>| Feature  | SQS | Kinesis | |----------|----|---------| | <strong>Use Case</strong> | Decoupling applications | Real-time data ingestion | | <strong>Ordering</strong> | FIFO (for FIFO queues) | Maintains strict order | | <strong>Retention</strong> | Up to 14 days | 24h (default), extendable to 365 days | | <strong>Multiple Consumers</strong> | No | Yes | | <strong>Real-time Processing</strong> | No (async queue) | Yes |</p>
What is Kinesis Data Firehose?	<p>Kinesis Data Firehose is a <strong>fully managed, near real-time data delivery service</strong> that delivers streaming data to <strong>S3, Redshift, Splunk, or HTTP endpoints</strong> with minimal latency (~60s).</p>
What is Kinesis Data Analytics used for?	<p>Kinesis Data Analytics allows real-time data transformation using <strong>SQL</strong>, enabling streaming data to be processed and enriched before being stored.</p>
What is Amazon Cognito?	<p>Amazon Cognito is an <strong>authentication and authorization service</strong> for managing user sign-ins, federating identity providers, and providing temporary AWS credentials.</p>
What is the difference between Cognito User Pools and Identity Pools?	<ul> <li><strong>User Pools</strong> → Authenticate users and return a <strong>JWT token</strong>.</li> <li><strong>Identity Pools</strong> → Provide <strong>temporary AWS credentials</strong> for accessing AWS services.</li> </ul>
What authentication providers does Cognito support?	<p>Cognito supports <strong>social login providers</strong> (Google, Facebook, Amazon), <strong>SAML</strong>, and <strong>OpenID Connect</strong>.</p>
What is AWS Directory Service?	<p>AWS Directory Service provides managed Active Directory solutions within AWS, supporting authentication and directory-based applications.</p>
What are the three types of AWS Directory Service?	<ol> <li><strong>Simple AD</strong> – Basic directory (up to 5000 users, no advanced AD features).</li> <li><strong>AWS Managed Microsoft AD</strong> – Full AD integration, supports trust relationships.</li> <li><strong>AD Connector</strong> – A proxy that forwards authentication to an on-premises AD.</li> </ol>
What is AWS Glue?	<p>AWS Glue is a <strong>serverless ETL service</strong> that <strong>discovers, catalogs, transforms, and moves data</strong> across various AWS and third-party data stores.</p>
What is the AWS Glue Data Catalog?	<p>AWS Glue Data Catalog is a <strong>persistent metadata store</strong> that integrates with Athena, Redshift Spectrum, and EMR for querying and analytics.</p>
What is AWS AppFlow?	<p>AWS AppFlow is a <strong>fully managed integration service</strong> for moving and synchronizing data between SaaS applications and AWS services.</p>
What SaaS applications does AWS AppFlow support?	<p>AWS AppFlow supports <strong>Salesforce, Slack, ServiceNow, Marketo, Zendesk, and other SaaS applications</strong> for integration with AWS services like <strong>S3, Redshift, and EventBridge</strong>.</p>
What is Amazon CloudFront?	<p>Amazon CloudFront is a content delivery network (CDN) that caches content closer to users to reduce latency and improve performance.</p>
What are the key components of CloudFront?	<ul> <li><strong>Distribution</strong>: The configuration unit of CloudFront.</li> <li><strong>Origin</strong>: The source of the content (S3 or custom origin).</li> <li><strong>Edge Location</strong>: A local cache for data.</li> <li><strong>Regional Edge Cache</strong>: A larger cache that stores less frequently accessed data.</li> </ul>
What is a CloudFront Behavior?	<p>A behavior defines caching and access rules for specific URL patterns in a CloudFront distribution, including SSL settings, HTTP methods, and cache policies.</p>
How does CloudFront determine cache expiration?	<ul> <li><strong>Default TTL</strong>: 24 hours.</li> <li>Can be modified via:</li> <li><code>Cache-Control: max-age=&lt;seconds&gt;</code></li> <li><code>Cache-Control: s-maxage=&lt;seconds&gt;</code> (for shared caches like CloudFront)</li> <li><code>Expires: &lt;date and time&gt;</code>.</li> </ul>
How does CloudFront handle cache invalidation?	<ul> <li>Invalidation applies to all edge locations but takes time.</li> <li>Cost is based on the number of invalidation requests, <strong>not</strong> the number of files.</li> <li><strong>Best practice</strong>: Use <strong>file versioning</strong> instead of invalidation (e.g., <code>image_v1.jpg</code> → <code>image_v2.jpg</code>).</li> </ul>
What SSL/TLS configurations are available in CloudFront?	<ol> <li><strong>Allow HTTP and HTTPS</strong>.</li> <li><strong>Redirect HTTP to HTTPS</strong>.</li> <li><strong>HTTPS only</strong> (best practice for security).</li> </ol>
Where must SSL certificates for CloudFront be located?	<p>SSL certificates for CloudFront must be issued in <strong>us-east-1</strong> in AWS Certificate Manager (ACM).</p>
What are the two SSL connections in CloudFront?	<ol> <li><strong>Viewer → CloudFront</strong> (Viewer SSL connection).</li> <li><strong>CloudFront → Origin</strong> (Origin SSL connection).</li> </ol>
What is SNI (Server Name Indication) in CloudFront?	<p>SNI allows multiple websites to share the same IP by specifying the domain during the <strong>TLS handshake</strong>. Older browsers that don't support SNI require a <strong>dedicated IP</strong>.</p>
What are the two types of origins in CloudFront?	<ol> <li><strong>S3 Origin</strong>: Supports static websites and private access via Origin Access Identity (OAI).</li> <li><strong>Custom Origin</strong>: Supports external endpoints with custom headers for security.</li> </ol>
What is Origin Access Identity (OAI) in CloudFront?	<p>OAI is an IAM-like identity used by CloudFront to securely access private S3 content, preventing direct access to the S3 bucket.</p>
How can you restrict CloudFront access to a custom origin?	<ul> <li>Use <strong>Custom Headers</strong> (CloudFront adds a secret header that the origin checks).</li> <li>Restrict access using <strong>firewall rules for CloudFront IP ranges</strong>.</li> </ul>
What are the two methods to secure private content in CloudFront?	<ol> <li><strong>Signed URLs</strong> → Grants access to a single object.</li> <li><strong>Signed Cookies</strong> → Grants access to multiple objects.</li> </ol>
What is Lambda@Edge?	<p>Lambda@Edge is a feature that allows running lightweight Lambda functions at CloudFront edge locations to modify requests and responses.</p>
What are common use cases for Lambda@Edge?	<ul> <li>A/B testing.</li> <li>Redirecting requests to different S3 origins.</li> <li>Customizing content based on device type or country.</li> </ul>
What is AWS Global Accelerator?	<p>AWS Global Accelerator is a networking service that optimizes the path between users and AWS infrastructure, reducing latency and improving reliability.</p>
How does AWS Global Accelerator improve performance?	<ul> <li>Provides <strong>two Anycast IPs</strong> available in multiple AWS locations.</li> <li>Directs user traffic to the nearest AWS edge location.</li> <li>Reduces time spent on the public internet.</li> </ul>
What is the difference between AWS Global Accelerator and CloudFront?	<p>| Feature | Global Accelerator | CloudFront | |---------|------------------|-----------| | <strong>Purpose</strong> | Optimizes network path | Moves content closer to users | | <strong>Supported Protocols</strong> | <strong>TCP &amp; UDP</strong> | <strong>HTTP/S only</strong> | | <strong>Data Caching</strong> | No caching | Cached at edge |</p>
What is BGP (Border Gateway Protocol)?	<p>BGP is a <strong>path-vector routing protocol</strong> that advertises the best path to a destination between autonomous systems (AS).</p>
What port does BGP operate on?	<p>BGP operates on <strong>TCP port 179</strong>.</p>
What is an Autonomous System (AS) in BGP?	<p>An Autonomous System (AS) is a group of IP networks managed by a single organization and assigned a unique <strong>Autonomous System Number (ASN)</strong>.</p>
What is AS Path Prepending in BGP?	<p>AS Path Prepending is a technique used to artificially lengthen the AS path for a less preferred route, influencing BGP routing decisions.</p>
What is AWS Certificate Manager (ACM)?	<p>AWS Certificate Manager (ACM) is a service that provides, manages, and renews SSL/TLS certificates for AWS services.</p>
Where must SSL certificates be stored for use with AWS services?	<ul> <li><strong>CloudFront</strong> requires certificates in <strong>us-east-1</strong>.</li> <li><strong>ALB</strong> requires certificates in the same region as the ALB.</li> </ul>
Can ACM issue certificates for EC2 instances?	<p>No, ACM-issued certificates cannot be directly used on EC2 instances. They are only for AWS-managed services like ALB, CloudFront, and API Gateway.</p>
What is AWS Site-to-Site VPN?	<p>AWS Site-to-Site VPN establishes a secure, encrypted tunnel between an on-premises network and an AWS VPC using IPSec.</p>
What are the key components of AWS Site-to-Site VPN?	<ul> <li><strong>Virtual Private Gateway (VGW)</strong>: Connects to the VPC.</li> <li><strong>Customer Gateway (CGW)</strong>: Represents the on-premises device.</li> <li><strong>VPN Connection</strong>: The encrypted IPSec tunnel between VGW and CGW.</li> </ul>
What is the difference between a static VPN and a dynamic VPN?	<ul> <li><strong>Static VPN</strong>: Uses manually configured static routes.</li> <li><strong>Dynamic VPN</strong>: Uses BGP for automatic route exchange (supports route propagation).</li> </ul>
What is the maximum bandwidth for an AWS Site-to-Site VPN?	<p>The maximum bandwidth per VPN connection on the AWS side is <strong>1.25 Gbps</strong>.</p>
What are the two phases of IPSec VPN?	<ol> <li><strong>IKE Phase 1</strong> (slow and heavy): Establishes authentication and a secure tunnel.</li> <li><strong>IKE Phase 2</strong> (fast and agile): Negotiates encryption for data transfer.</li> </ol>
What are the two types of VPN configurations in AWS?	<ul> <li><strong>Policy-based VPN</strong>: More flexible but complex to set up.</li> <li><strong>Route-based VPN</strong>: Simpler but less flexible.</li> </ul>
What are the high availability (HA) best practices for AWS Site-to-Site VPN?	<ul> <li>Deploy two <strong>customer routers</strong> on-premises.</li> <li>Establish multiple VPN connections (AWS provides two endpoints for redundancy).</li> </ul>
What is AWS Direct Connect (DX)?	<p>AWS Direct Connect (DX) is a <strong>physical private network connection</strong> between an on-premises data center and AWS, offering <strong>low latency and high bandwidth</strong> at speeds of 1, 10, or 100 Gbps.</p>
What are the key benefits of Direct Connect?	<ul> <li><strong>Low latency</strong> and <strong>high speed</strong> connection to AWS.</li> <li><strong>Bypasses the public internet</strong>, increasing security and reliability.</li> <li>Reduces <strong>data transfer costs</strong> compared to VPN.</li> </ul>
What is the difference between a Public VIF and a Private VIF in Direct Connect?	<ul> <li><strong>Public VIF</strong> → Provides access to AWS public services (e.g., S3, AWS public endpoints).</li> <li><strong>Private VIF</strong> → Connects directly to a <strong>VPC</strong> for private workloads.</li> </ul>
